transaction_id,datetime,amount,ref_code
LW24090152010,1/9/2024 12:48,62,Z007
LW24090452011,4/9/2024 09:30,409,Z001
LW24090252012,2/9/2024 13:02,289,Z007
LW24090452013,4/9/2024 09:30,473,Z003
LW24090452014,4/9/2024 09:30,187,Z001
LW24090352015,3/9/2024 16:31,174,Z001
LW24090152016,1/9/2024 12:48,443,Z001
LW24090252017,2/9/2024 13:02,481,Z001
LW24090152018,1/9/2024 12:48,117,Z007
LW24090452019,4/9/2024 09:30,305,Z001
LW24090352020,3/9/2024 16:31,179,Z008
LW24090552021,5/9/2024 18:57,347,Z008
LW24090552022,5/9/2024 18:57,220,Z007
LW24090152023,1/9/2024 12:48,180,Z008
LW24090452024,4/9/2024 09:30,410,Z008
LW24090352025,3/9/2024 16:31,171,Z003
LW24090252026,2/9/2024 13:02,315,Z008
LW24090552027,5/9/2024 18:57,248,Z003
LW24090152028,1/9/2024 12:48,478,Z007
LW24090452029,4/9/2024 09:30,302,Z007
LW24090552030,5/9/2024 18:57,162,Z008
LW24090352031,3/9/2024 16:31,71,Z008
LW24090252032,2/9/2024 13:02,183,Z003
LW24090252033,2/9/2024 13:02,264,Z001
LW24090552034,5/9/2024 18:57,63,Z003
LW24090452035,4/9/2024 09:30,71,Z008
LW24090552036,5/9/2024 18:57,223,Z003
LW24090552037,5/9/2024 18:57,415,Z001
LW24090452038,4/9/2024 09:30,408,Z003
LW24090452039,4/9/2024 09:30,441,Z003
LW24090152040,1/9/2024 12:48,286,Z008
LW24090152041,1/9/2024 12:48,75,Z007
LW24090352042,3/9/2024 16:31,121,Z008
LW24090352043,3/9/2024 16:31,319,Z007
LW24090552044,5/9/2024 18:57,313,Z001
LW24090252045,2/9/2024 13:02,344,Z007
LW24090452046,4/9/2024 09:30,77,Z001
LW24090252047,2/9/2024 13:02,135,Z001
LW24090452048,4/9/2024 09:30,161,Z008
LW24090352049,3/9/2024 16:31,48,Z003
LW24090252050,2/9/2024 13:02,167,Z003
LW24090252051,2/9/2024 13:02,13,Z001
LW24090452052,4/9/2024 09:30,196,Z007
LW24090552053,5/9/2024 18:57,183,Z003
LW24090452054,4/9/2024 09:30,63,Z007
LW24090452055,4/9/2024 09:30,153,Z007
LW24090252056,2/9/2024 13:02,265,Z003
LW24090552057,5/9/2024 18:57,479,Z008
LW24090352058,3/9/2024 16:31,438,Z001
LW24090452059,4/9/2024 09:30,16,Z001
LW24090552060,5/9/2024 18:57,340,Z001
LW24090252061,2/9/2024 13:02,390,Z007
LW24090552062,5/9/2024 18:57,440,Z008
LW24090452063,4/9/2024 09:30,280,Z007
LW24090152064,1/9/2024 12:48,63,Z003
LW24090452065,4/9/2024 09:30,299,Z008
LW24090352066,3/9/2024 16:31,172,Z003
LW24090252067,2/9/2024 13:02,431,Z007
LW24090452068,4/9/2024 09:30,491,Z007
LW24090552069,5/9/2024 18:57,385,Z001
LW24090252070,2/9/2024 13:02,120,Z001
LW24090352071,3/9/2024 16:31,222,Z001
LW24090352072,3/9/2024 16:31,118,Z007
LW24090552073,5/9/2024 18:57,42,Z007
LW24090152074,1/9/2024 12:48,122,Z003
LW24090252075,2/9/2024 13:02,408,Z001
LW24090552076,5/9/2024 18:57,67,Z001
LW24090152077,1/9/2024 12:48,314,Z008
LW24090552078,5/9/2024 18:57,233,Z001
LW24090152079,1/9/2024 12:48,117,Z008
LW24090552080,5/9/2024 18:57,417,Z003
LW24090452081,4/9/2024 09:30,490,Z007
LW24090352082,3/9/2024 16:31,73,Z007
LW24090352083,3/9/2024 16:31,361,Z007
LW24090452084,4/9/2024 09:30,182,Z007
LW24090252085,2/9/2024 13:02,231,Z007
LW24090452086,4/9/2024 09:30,253,Z008
LW24090452087,4/9/2024 09:30,285,Z007
LW24090352088,3/9/2024 16:31,250,Z008
LW24090152089,1/9/2024 12:48,87,Z008
LW24090452090,4/9/2024 09:30,321,Z003
LW24090452091,4/9/2024 09:30,351,Z007
LW24090152092,1/9/2024 12:48,255,Z008
LW24090552093,5/9/2024 18:57,305,Z001
LW24090152094,1/9/2024 12:48,271,Z007
LW24090552095,5/9/2024 18:57,481,Z008
LW24090352096,3/9/2024 16:31,256,Z001
LW24090252097,2/9/2024 13:02,261,Z001
LW24090252098,2/9/2024 13:02,18,Z007
LW24090552099,5/9/2024 18:57,484,Z007
LW24090552100,5/9/2024 18:57,121,Z003
LW24090252101,2/9/2024 13:02,149,Z008
LW24090552102,5/9/2024 18:57,318,Z003
LW24090252103,2/9/2024 13:02,26,Z008
LW24090152104,1/9/2024 12:48,30,Z008
LW24090552105,5/9/2024 18:57,106,Z003
LW24090452106,4/9/2024 09:30,463,Z007
LW24090452107,4/9/2024 09:30,148,Z003
LW24090252108,2/9/2024 13:02,234,Z001
LW24090252109,2/9/2024 13:02,72,Z003
LW24090352110,3/9/2024 16:31,146,Z008
LW24090252111,2/9/2024 13:02,144,Z007
LW24090552112,5/9/2024 18:57,168,Z008
LW24090152113,1/9/2024 12:48,60,Z001
LW24090252114,2/9/2024 13:02,51,Z007
LW24090352115,3/9/2024 16:31,360,Z007
LW24090552116,5/9/2024 18:57,14,Z007
LW24090552117,5/9/2024 18:57,89,Z003
LW24090352118,3/9/2024 16:31,426,Z001
LW24090452119,4/9/2024 09:30,356,Z007
LW24090252120,2/9/2024 13:02,465,Z003
LW24090552121,5/9/2024 18:57,135,Z003
LW24090252122,2/9/2024 13:02,110,Z008
LW24090252123,2/9/2024 13:02,449,Z008
LW24090552124,5/9/2024 18:57,300,Z001
LW24090552125,5/9/2024 18:57,142,Z008
LW24090352126,3/9/2024 16:31,214,Z001
LW24090152127,1/9/2024 12:48,58,Z001
LW24090352128,3/9/2024 16:31,86,Z003
LW24090152129,1/9/2024 12:48,361,Z003
LW24090552130,5/9/2024 18:57,464,Z007
LW24090352131,3/9/2024 16:31,56,Z007
LW24090352132,3/9/2024 16:31,348,Z003
LW24090452133,4/9/2024 09:30,221,Z003
LW24090552134,5/9/2024 18:57,159,Z008
LW24090552135,5/9/2024 18:57,363,Z003
LW24090152136,1/9/2024 12:48,321,Z001
LW24090252137,2/9/2024 13:02,415,Z007
LW24090552138,5/9/2024 18:57,363,Z008
LW24090252139,2/9/2024 13:02,131,Z007
LW24090252140,2/9/2024 13:02,11,Z007
LW24090452141,4/9/2024 09:30,292,Z008
LW24090452142,4/9/2024 09:30,290,Z001
LW24090552143,5/9/2024 18:57,126,Z003
LW24090452144,4/9/2024 09:30,375,Z007
LW24090452145,4/9/2024 09:30,193,Z001
LW24090152146,1/9/2024 12:48,391,Z007
LW24090152147,1/9/2024 12:48,149,Z003
LW24090452148,4/9/2024 09:30,149,Z003
LW24090152149,1/9/2024 12:48,313,Z008
LW24090252150,2/9/2024 13:02,376,Z007
LW24090152151,1/9/2024 12:48,465,Z001
LW24090252152,2/9/2024 13:02,211,Z001
LW24090552153,5/9/2024 18:57,448,Z007
LW24090552154,5/9/2024 18:57,161,Z003
LW24090252155,2/9/2024 13:02,296,Z008
LW24090352156,3/9/2024 16:31,460,Z008
LW24090452157,4/9/2024 09:30,261,Z003
LW24090552158,5/9/2024 18:57,79,Z007
LW24090452159,4/9/2024 09:30,324,Z007
LW24090152160,1/9/2024 12:48,281,Z003
LW24090352161,3/9/2024 16:31,327,Z008
LW24090452162,4/9/2024 09:30,436,Z001
LW24090552163,5/9/2024 18:57,452,Z003
LW24090152164,1/9/2024 12:48,13,Z008
LW24090552165,5/9/2024 18:57,185,Z007
LW24090252166,2/9/2024 13:02,491,Z007
LW24090252167,2/9/2024 13:02,169,Z003
LW24090552168,5/9/2024 18:57,21,Z007
LW24090352169,3/9/2024 16:31,120,Z001
LW24090252170,2/9/2024 13:02,246,Z001
LW24090152171,1/9/2024 12:48,455,Z007
LW24090352172,3/9/2024 16:31,459,Z001
LW24090352173,3/9/2024 16:31,392,Z003
LW24090152174,1/9/2024 12:48,195,Z001
LW24090452175,4/9/2024 09:30,328,Z001
LW24090152176,1/9/2024 12:48,220,Z008
LW24090452177,4/9/2024 09:30,212,Z007
LW24090552178,5/9/2024 18:57,135,Z001
LW24090452179,4/9/2024 09:30,126,Z007
LW24090252180,2/9/2024 13:02,456,Z007
LW24090252181,2/9/2024 13:02,458,Z008
LW24090252182,2/9/2024 13:02,379,Z008
LW24090252183,2/9/2024 13:02,378,Z008
LW24090252184,2/9/2024 13:02,384,Z001
LW24090552185,5/9/2024 18:57,209,Z007
LW24090252186,2/9/2024 13:02,446,Z007
LW24090452187,4/9/2024 09:30,427,Z008
LW24090152188,1/9/2024 12:48,358,Z003
LW24090352189,3/9/2024 16:31,186,Z003
LW24090452190,4/9/2024 09:30,179,Z007
LW24090352191,3/9/2024 16:31,272,Z003
LW24090552192,5/9/2024 18:57,124,Z001
LW24090252193,2/9/2024 13:02,333,Z001
LW24090152194,1/9/2024 12:48,248,Z001
LW24090252195,2/9/2024 13:02,480,Z001
LW24090452196,4/9/2024 09:30,400,Z007
LW24090452197,4/9/2024 09:30,31,Z008
LW24090252198,2/9/2024 13:02,251,Z001
LW24090552199,5/9/2024 18:57,293,Z007
LW24090152200,1/9/2024 12:48,148,Z003
LW24090252201,2/9/2024 13:02,410,Z008
LW24090252202,2/9/2024 13:02,350,Z001
LW24090152203,1/9/2024 12:48,253,Z003
LW24090252204,2/9/2024 13:02,32,Z001
LW24090152205,1/9/2024 12:48,288,Z001
LW24090152206,1/9/2024 12:48,205,Z003
LW24090152207,1/9/2024 12:48,453,Z008
LW24090552208,5/9/2024 18:57,383,Z003
LW24090152209,1/9/2024 12:48,342,Z007
LW24090252210,2/9/2024 13:02,103,Z003
LW24090452211,4/9/2024 09:30,299,Z003
LW24090252212,2/9/2024 13:02,441,Z003
LW24090452213,4/9/2024 09:30,383,Z007
LW24090352214,3/9/2024 16:31,490,Z007
LW24090152215,1/9/2024 12:48,208,Z001
LW24090352216,3/9/2024 16:31,331,Z003
LW24090452217,4/9/2024 09:30,27,Z007
LW24090152218,1/9/2024 12:48,188,Z001
LW24090352219,3/9/2024 16:31,314,Z008
LW24090452220,4/9/2024 09:30,411,Z003
LW24090452221,4/9/2024 09:30,416,Z003
LW24090352222,3/9/2024 16:31,381,Z003
LW24090452223,4/9/2024 09:30,247,Z007
LW24090352224,3/9/2024 16:31,185,Z007
LW24090152225,1/9/2024 12:48,68,Z003
LW24090252226,2/9/2024 13:02,61,Z001
LW24090152227,1/9/2024 12:48,351,Z001
LW24090352228,3/9/2024 16:31,278,Z008
LW24090352229,3/9/2024 16:31,44,Z001
LW24090152230,1/9/2024 12:48,339,Z001
LW24090452231,4/9/2024 09:30,198,Z008
LW24090252232,2/9/2024 13:02,438,Z003
LW24090352233,3/9/2024 16:31,120,Z001
LW24090552234,5/9/2024 18:57,458,Z001
LW24090552235,5/9/2024 18:57,496,Z007
LW24090552236,5/9/2024 18:57,199,Z001
LW24090452237,4/9/2024 09:30,271,Z008
LW24090552238,5/9/2024 18:57,234,Z003
LW24090252239,2/9/2024 13:02,408,Z007
LW24090452240,4/9/2024 09:30,303,Z008
LW24090352241,3/9/2024 16:31,397,Z007
LW24090252242,2/9/2024 13:02,40,Z001
LW24090452243,4/9/2024 09:30,324,Z007
LW24090152244,1/9/2024 12:48,421,Z007
LW24090452245,4/9/2024 09:30,407,Z001
LW24090552246,5/9/2024 18:57,343,Z001
LW24090152247,1/9/2024 12:48,300,Z003
LW24090552248,5/9/2024 18:57,380,Z008
LW24090152249,1/9/2024 12:48,150,Z001
LW24090552250,5/9/2024 18:57,473,Z007
LW24090152251,1/9/2024 12:48,169,Z007
LW24090152252,1/9/2024 12:48,247,Z007
LW24090452253,4/9/2024 09:30,308,Z007
LW24090252254,2/9/2024 13:02,485,Z007
LW24090552255,5/9/2024 18:57,428,Z003
LW24090152256,1/9/2024 12:48,113,Z003
LW24090552257,5/9/2024 18:57,190,Z001
LW24090252258,2/9/2024 13:02,212,Z003
LW24090352259,3/9/2024 16:31,61,Z001
LW24090452260,4/9/2024 09:30,500,Z003
LW24090152261,1/9/2024 12:48,500,Z007
LW24090152262,1/9/2024 12:48,210,Z003
LW24090352263,3/9/2024 16:31,397,Z001
LW24090452264,4/9/2024 09:30,449,Z003
LW24090452265,4/9/2024 09:30,353,Z008
LW24090552266,5/9/2024 18:57,113,Z007
LW24090552267,5/9/2024 18:57,65,Z008
LW24090152268,1/9/2024 12:48,423,Z003
LW24090252269,2/9/2024 13:02,449,Z008
LW24090352270,3/9/2024 16:31,279,Z001
LW24090152271,1/9/2024 12:48,223,Z001
LW24090152272,1/9/2024 12:48,186,Z001
LW24090252273,2/9/2024 13:02,394,Z001
LW24090552274,5/9/2024 18:57,83,Z001
LW24090252275,2/9/2024 13:02,55,Z008
LW24090452276,4/9/2024 09:30,34,Z008
LW24090452277,4/9/2024 09:30,345,Z001
LW24090452278,4/9/2024 09:30,281,Z007
LW24090452279,4/9/2024 09:30,175,Z001
LW24090352280,3/9/2024 16:31,464,Z001
LW24090552281,5/9/2024 18:57,78,Z003
LW24090252282,2/9/2024 13:02,416,Z008
LW24090352283,3/9/2024 16:31,408,Z008
LW24090452284,4/9/2024 09:30,425,Z008
LW24090252285,2/9/2024 13:02,168,Z007
LW24090452286,4/9/2024 09:30,205,Z001
LW24090152287,1/9/2024 12:48,19,Z003
LW24090252288,2/9/2024 13:02,322,Z007
LW24090252289,2/9/2024 13:02,379,Z003
LW24090252290,2/9/2024 13:02,327,Z001
LW24090252291,2/9/2024 13:02,33,Z003
LW24090552292,5/9/2024 18:57,448,Z003
LW24090352293,3/9/2024 16:31,62,Z007
LW24090152294,1/9/2024 12:48,189,Z008
LW24090552295,5/9/2024 18:57,201,Z001
LW24090452296,4/9/2024 09:30,491,Z003
LW24090152297,1/9/2024 12:48,135,Z001
LW24090352298,3/9/2024 16:31,399,Z007
LW24090552299,5/9/2024 18:57,361,Z001
LW24090152300,1/9/2024 12:48,294,Z001
LW24090452301,4/9/2024 09:30,288,Z008
LW24090352302,3/9/2024 16:31,302,Z008
LW24090352303,3/9/2024 16:31,479,Z008
LW24090252304,2/9/2024 13:02,243,Z003
LW24090452305,4/9/2024 09:30,99,Z007
LW24090452306,4/9/2024 09:30,295,Z008
LW24090452307,4/9/2024 09:30,297,Z007
LW24090252308,2/9/2024 13:02,370,Z003
LW24090452309,4/9/2024 09:30,253,Z001
LW24090352310,3/9/2024 16:31,129,Z008
LW24090552311,5/9/2024 18:57,427,Z007
LW24090252312,2/9/2024 13:02,114,Z008
LW24090452313,4/9/2024 09:30,339,Z001
LW24090352314,3/9/2024 16:31,357,Z001
LW24090252315,2/9/2024 13:02,466,Z001
LW24090252316,2/9/2024 13:02,442,Z003
LW24090252317,2/9/2024 13:02,168,Z008
LW24090452318,4/9/2024 09:30,25,Z001
LW24090352319,3/9/2024 16:31,254,Z007
LW24090552320,5/9/2024 18:57,37,Z003
LW24090252321,2/9/2024 13:02,119,Z003
LW24090252322,2/9/2024 13:02,86,Z007
LW24090552323,5/9/2024 18:57,241,Z003
LW24090152324,1/9/2024 12:48,30,Z001
LW24090352325,3/9/2024 16:31,453,Z003
LW24090352326,3/9/2024 16:31,137,Z008
LW24090452327,4/9/2024 09:30,12,Z007
LW24090352328,3/9/2024 16:31,397,Z001
LW24090552329,5/9/2024 18:57,280,Z008
LW24090152330,1/9/2024 12:48,148,Z001
LW24090352331,3/9/2024 16:31,416,Z007
LW24090352332,3/9/2024 16:31,56,Z001
LW24090152333,1/9/2024 12:48,224,Z001
LW24090252334,2/9/2024 13:02,141,Z001
LW24090252335,2/9/2024 13:02,141,Z007
LW24090452336,4/9/2024 09:30,415,Z008
LW24090352337,3/9/2024 16:31,96,Z008
LW24090452338,4/9/2024 09:30,37,Z007
LW24090452339,4/9/2024 09:30,233,Z007
LW24090152340,1/9/2024 12:48,257,Z008
LW24090352341,3/9/2024 16:31,448,Z008
LW24090452342,4/9/2024 09:30,53,Z001
LW24090252343,2/9/2024 13:02,289,Z001
LW24090252344,2/9/2024 13:02,172,Z003
LW24090152345,1/9/2024 12:48,272,Z007
LW24090352346,3/9/2024 16:31,86,Z001
LW24090552347,5/9/2024 18:57,270,Z007
LW24090552348,5/9/2024 18:57,203,Z001
LW24090252349,2/9/2024 13:02,49,Z001
LW24090352350,3/9/2024 16:31,447,Z001
LW24090352351,3/9/2024 16:31,455,Z001
LW24090252352,2/9/2024 13:02,93,Z007
LW24090352353,3/9/2024 16:31,69,Z007
LW24090352354,3/9/2024 16:31,500,Z003
LW24090452355,4/9/2024 09:30,413,Z007
LW24090352356,3/9/2024 16:31,75,Z008
LW24090452357,4/9/2024 09:30,115,Z001
LW24090452358,4/9/2024 09:30,284,Z008
LW24090152359,1/9/2024 12:48,28,Z008
LW24090452360,4/9/2024 09:30,32,Z008
LW24090452361,4/9/2024 09:30,494,Z007
LW24090252362,2/9/2024 13:02,12,Z007
LW24090452363,4/9/2024 09:30,370,Z008
LW24090552364,5/9/2024 18:57,479,Z001
LW24090352365,3/9/2024 16:31,293,Z008
LW24090152366,1/9/2024 12:48,461,Z003
LW24090252367,2/9/2024 13:02,374,Z003
LW24090152368,1/9/2024 12:48,139,Z007
LW24090352369,3/9/2024 16:31,66,Z007
LW24090252370,2/9/2024 13:02,103,Z003
LW24090252371,2/9/2024 13:02,233,Z001
LW24090552372,5/9/2024 18:57,20,Z003
LW24090152373,1/9/2024 12:48,463,Z007
LW24090452374,4/9/2024 09:30,389,Z003
LW24090252375,2/9/2024 13:02,129,Z007
LW24090452376,4/9/2024 09:30,40,Z008
LW24090152377,1/9/2024 12:48,411,Z008
LW24090152378,1/9/2024 12:48,323,Z007
LW24090552379,5/9/2024 18:57,202,Z008
LW24090452380,4/9/2024 09:30,150,Z001
LW24090452381,4/9/2024 09:30,191,Z007
LW24090352382,3/9/2024 16:31,30,Z008
LW24090452383,4/9/2024 09:30,425,Z003
LW24090252384,2/9/2024 13:02,297,Z008
LW24090152385,1/9/2024 12:48,347,Z003
LW24090252386,2/9/2024 13:02,92,Z007
LW24090452387,4/9/2024 09:30,162,Z003
LW24090252388,2/9/2024 13:02,356,Z008
LW24090152389,1/9/2024 12:48,447,Z003
LW24090352390,3/9/2024 16:31,452,Z003
LW24090452391,4/9/2024 09:30,470,Z001
LW24090252392,2/9/2024 13:02,257,Z003
LW24090352393,3/9/2024 16:31,196,Z001
LW24090552394,5/9/2024 18:57,251,Z003
LW24090452395,4/9/2024 09:30,81,Z003
LW24090552396,5/9/2024 18:57,73,Z007
LW24090452397,4/9/2024 09:30,166,Z003
LW24090152398,1/9/2024 12:48,38,Z007
LW24090252399,2/9/2024 13:02,126,Z008
LW24090552400,5/9/2024 18:57,48,Z003
LW24090252401,2/9/2024 13:02,112,Z001
LW24090452402,4/9/2024 09:30,485,Z007
LW24090352403,3/9/2024 16:31,213,Z008
LW24090252404,2/9/2024 13:02,411,Z003
LW24090252405,2/9/2024 13:02,279,Z008
LW24090252406,2/9/2024 13:02,20,Z007
LW24090352407,3/9/2024 16:31,500,Z003
LW24090352408,3/9/2024 16:31,253,Z001
LW24090452409,4/9/2024 09:30,222,Z008
LW24090452410,4/9/2024 09:30,115,Z008
LW24090152411,1/9/2024 12:48,81,Z003
LW24090552412,5/9/2024 18:57,423,Z001
LW24090152413,1/9/2024 12:48,423,Z003
LW24090352414,3/9/2024 16:31,46,Z007
LW24090252415,2/9/2024 13:02,348,Z008
LW24090452416,4/9/2024 09:30,452,Z001
LW24090252417,2/9/2024 13:02,301,Z007
LW24090152418,1/9/2024 12:48,188,Z001
LW24090452419,4/9/2024 09:30,359,Z003
LW24090452420,4/9/2024 09:30,25,Z003
LW24090252421,2/9/2024 13:02,314,Z008
LW24090352422,3/9/2024 16:31,179,Z007
LW24090552423,5/9/2024 18:57,84,Z008
LW24090352424,3/9/2024 16:31,26,Z003
LW24090352425,3/9/2024 16:31,136,Z001
LW24090452426,4/9/2024 09:30,209,Z007
LW24090452427,4/9/2024 09:30,153,Z001
LW24090452428,4/9/2024 09:30,52,Z007
LW24090552429,5/9/2024 18:57,47,Z003
LW24090552430,5/9/2024 18:57,313,Z007
LW24090152431,1/9/2024 12:48,185,Z008
LW24090152432,1/9/2024 12:48,494,Z007
LW24090152433,1/9/2024 12:48,231,Z008
LW24090552434,5/9/2024 18:57,451,Z003
LW24090552435,5/9/2024 18:57,443,Z008
LW24090252436,2/9/2024 13:02,446,Z007
LW24090152437,1/9/2024 12:48,145,Z001
LW24090552438,5/9/2024 18:57,434,Z003
LW24090352439,3/9/2024 16:31,31,Z001
LW24090452440,4/9/2024 09:30,484,Z008
LW24090152441,1/9/2024 12:48,212,Z007
LW24090152442,1/9/2024 12:48,470,Z003
LW24090452443,4/9/2024 09:30,391,Z008
LW24090352444,3/9/2024 16:31,210,Z007
LW24090552445,5/9/2024 18:57,320,Z007
LW24090352446,3/9/2024 16:31,302,Z008
LW24090452447,4/9/2024 09:30,29,Z003
LW24090352448,3/9/2024 16:31,134,Z007
LW24090452449,4/9/2024 09:30,420,Z008
LW24090452450,4/9/2024 09:30,318,Z007
LW24090552451,5/9/2024 18:57,232,Z008
LW24090552452,5/9/2024 18:57,317,Z007
LW24090152453,1/9/2024 12:48,342,Z001
LW24090152454,1/9/2024 12:48,306,Z007
LW24090352455,3/9/2024 16:31,49,Z007
LW24090352456,3/9/2024 16:31,338,Z008
LW24090152457,1/9/2024 12:48,374,Z007
LW24090552458,5/9/2024 18:57,360,Z007
LW24090552459,5/9/2024 18:57,131,Z008
LW24090352460,3/9/2024 16:31,73,Z003
LW24090552461,5/9/2024 18:57,13,Z003
LW24090152462,1/9/2024 12:48,146,Z008
LW24090252463,2/9/2024 13:02,426,Z003
LW24090152464,1/9/2024 12:48,362,Z007
LW24090552465,5/9/2024 18:57,68,Z001
LW24090252466,2/9/2024 13:02,196,Z003
LW24090152467,1/9/2024 12:48,328,Z001
LW24090152468,1/9/2024 12:48,220,Z007
LW24090452469,4/9/2024 09:30,37,Z001
LW24090552470,5/9/2024 18:57,75,Z007
LW24090252471,2/9/2024 13:02,100,Z003
LW24090552472,5/9/2024 18:57,488,Z007
LW24090352473,3/9/2024 16:31,83,Z001
LW24090252474,2/9/2024 13:02,308,Z003
LW24090552475,5/9/2024 18:57,397,Z003
LW24090452476,4/9/2024 09:30,380,Z003
LW24090452477,4/9/2024 09:30,319,Z008
LW24090152478,1/9/2024 12:48,246,Z001
LW24090552479,5/9/2024 18:57,339,Z008
LW24090152480,1/9/2024 12:48,319,Z007
LW24090352481,3/9/2024 16:31,242,Z001
LW24090352482,3/9/2024 16:31,342,Z003
LW24090552483,5/9/2024 18:57,222,Z007
LW24090552484,5/9/2024 18:57,413,Z008
LW24090152485,1/9/2024 12:48,394,Z001
LW24090452486,4/9/2024 09:30,158,Z003
LW24090352487,3/9/2024 16:31,70,Z001
LW24090252488,2/9/2024 13:02,324,Z001
LW24090552489,5/9/2024 18:57,420,Z003
LW24090252490,2/9/2024 13:02,304,Z008
LW24090252491,2/9/2024 13:02,20,Z003
LW24090552492,5/9/2024 18:57,302,Z001
LW24090152493,1/9/2024 12:48,27,Z001
LW24090352494,3/9/2024 16:31,40,Z003
LW24090552495,5/9/2024 18:57,250,Z001
LW24090452496,4/9/2024 09:30,286,Z007
LW24090352497,3/9/2024 16:31,381,Z008
LW24090452498,4/9/2024 09:30,123,Z003
LW24090552499,5/9/2024 18:57,63,Z003
LW24090552500,5/9/2024 18:57,211,Z008
LW24090152501,1/9/2024 12:48,302,Z003
LW24090152502,1/9/2024 12:48,109,Z003
LW24090452503,4/9/2024 09:30,453,Z008
LW24090452504,4/9/2024 09:30,27,Z008
LW24090152505,1/9/2024 12:48,203,Z007
LW24090152506,1/9/2024 12:48,311,Z003
LW24090252507,2/9/2024 13:02,50,Z007
LW24090552508,5/9/2024 18:57,389,Z001
LW24090352509,3/9/2024 16:31,210,Z001
LW24090352510,3/9/2024 16:31,53,Z001
LW24090452511,4/9/2024 09:30,178,Z008
LW24090552512,5/9/2024 18:57,460,Z001
LW24090552513,5/9/2024 18:57,355,Z003
LW24090252514,2/9/2024 13:02,28,Z008
LW24090252515,2/9/2024 13:02,265,Z003
LW24090452516,4/9/2024 09:30,164,Z007
LW24090452517,4/9/2024 09:30,369,Z001
LW24090552518,5/9/2024 18:57,318,Z001
LW24090552519,5/9/2024 18:57,89,Z007
LW24090252520,2/9/2024 13:02,192,Z008
LW24090552521,5/9/2024 18:57,368,Z007
LW24090252522,2/9/2024 13:02,61,Z008
LW24090552523,5/9/2024 18:57,286,Z003
LW24090152524,1/9/2024 12:48,160,Z007
LW24090452525,4/9/2024 09:30,368,Z003
LW24090252526,2/9/2024 13:02,457,Z007
LW24090252527,2/9/2024 13:02,440,Z001
LW24090252528,2/9/2024 13:02,472,Z003
LW24090452529,4/9/2024 09:30,435,Z007
LW24090352530,3/9/2024 16:31,230,Z001
LW24090352531,3/9/2024 16:31,420,Z003
LW24090552532,5/9/2024 18:57,224,Z008
LW24090352533,3/9/2024 16:31,142,Z008
LW24090152534,1/9/2024 12:48,23,Z007
LW24090252535,2/9/2024 13:02,102,Z008
LW24090552536,5/9/2024 18:57,321,Z007
LW24090452537,4/9/2024 09:30,257,Z008
LW24090252538,2/9/2024 13:02,184,Z008
LW24090252539,2/9/2024 13:02,87,Z008
LW24090152540,1/9/2024 12:48,347,Z007
LW24090152541,1/9/2024 12:48,232,Z008
LW24090352542,3/9/2024 16:31,383,Z001
LW24090152543,1/9/2024 12:48,379,Z008
LW24090552544,5/9/2024 18:57,375,Z003
LW24090152545,1/9/2024 12:48,164,Z007
LW24090552546,5/9/2024 18:57,55,Z003
LW24090552547,5/9/2024 18:57,264,Z003
LW24090352548,3/9/2024 16:31,139,Z008
LW24090252549,2/9/2024 13:02,46,Z003
LW24090152550,1/9/2024 12:48,206,Z008
LW24090452551,4/9/2024 09:30,34,Z007
LW24090252552,2/9/2024 13:02,351,Z003
LW24090252553,2/9/2024 13:02,33,Z003
LW24090352554,3/9/2024 16:31,61,Z001
LW24090552555,5/9/2024 18:57,447,Z003
LW24090152556,1/9/2024 12:48,31,Z007
LW24090152557,1/9/2024 12:48,288,Z007
LW24090152558,1/9/2024 12:48,297,Z008
LW24090352559,3/9/2024 16:31,350,Z007
LW24090552560,5/9/2024 18:57,490,Z003
LW24090552561,5/9/2024 18:57,289,Z007
LW24090152562,1/9/2024 12:48,21,Z008
LW24090152563,1/9/2024 12:48,208,Z001
LW24090452564,4/9/2024 09:30,129,Z001
LW24090352565,3/9/2024 16:31,422,Z001
LW24090152566,1/9/2024 12:48,79,Z003
LW24090452567,4/9/2024 09:30,451,Z001
LW24090552568,5/9/2024 18:57,45,Z001
LW24090152569,1/9/2024 12:48,129,Z003
LW24090152570,1/9/2024 12:48,415,Z007
LW24090252571,2/9/2024 13:02,381,Z008
LW24090452572,4/9/2024 09:30,410,Z003
LW24090452573,4/9/2024 09:30,68,Z003
LW24090252574,2/9/2024 13:02,456,Z001
LW24090352575,3/9/2024 16:31,42,Z008
LW24090352576,3/9/2024 16:31,304,Z001
LW24090252577,2/9/2024 13:02,85,Z001
LW24090252578,2/9/2024 13:02,202,Z007
LW24090252579,2/9/2024 13:02,478,Z003
LW24090352580,3/9/2024 16:31,164,Z007
LW24090452581,4/9/2024 09:30,89,Z007
LW24090152582,1/9/2024 12:48,15,Z001
LW24090152583,1/9/2024 12:48,254,Z008
LW24090352584,3/9/2024 16:31,356,Z001
LW24090452585,4/9/2024 09:30,284,Z007
LW24090452586,4/9/2024 09:30,40,Z003
LW24090152587,1/9/2024 12:48,441,Z003
LW24090452588,4/9/2024 09:30,121,Z003
LW24090452589,4/9/2024 09:30,161,Z003
LW24090452590,4/9/2024 09:30,317,Z001
LW24090452591,4/9/2024 09:30,450,Z007
